
Carter Owens,SG,716,29.8,18.0,2.5,5.4,1.9,4.1,2.4,15.0

Hubert Miller,"C, F",515,27.1,18.0,1.8,14.5,1.3,5.4,2.6,15.0

Myles Hunter,"W, SG",724,25.9,17.9,2.3,4.3,0.9,2.3,1.9,15.0

Nick Mikash,F,594,25.8,17.9,1.0,10.6,1.3,3.3,4.0,15.0

Brad Johnson,"G, PG",894,26.3,17.9,3.5,nan,2.8,3.4,nan,15.0

Bryson Lucas,W,621,25.9,17.9,3.7,10.0,3.5,3.2,3.0,15.0

Diego Sotto,G,838,26.2,17.9,3.7,nan,3.2,1.8,2.1,15.0

Blaine Minnier,"G, F",683,27.3,17.9,2.5,10.9,2.1,2.7,2.1,15.0

Jordan Gross,PG,862,26.9,17.9,5.5,9.7,2.5,2.4,2.6,15.0

Carter Schnoor,nan,703,29.3,17.9,5.1,4.2,2.9,1.8,1.8,15.0

Alec Evans,SG,687,28.6,17.9,nan,6.4,nan,2.9,nan,15.0

Vincent Burns,"PG, SG",367,18.4,17.9,2.4,9.2,2.2,4.6,4.7,15.0

Nick Forsythe,"SG, SF",654,26.2,17.9,1.7,5.9,1.7,2.0,nan,15.0

Tate Kunzeman,"PG, SG",706,25.2,17.9,nan,4.2,nan,nan,nan,15.0

Brandon Charles,"F, C",491,20.5,17.9,nan,13.2,nan,nan,nan,15.0

Carson Kingston,nan,665,28.9,17.9,2.2,5.5,1.6,4.4,3.0,15.0

Larnelle Fleuristal,SF,470,21.4,17.8,2.5,8.9,2.2,3.5,3.1,15.0

Aaron Kalab,"G, W",553,25.1,17.8,2.6,6.3,0.3,2.8,3.0,15.0

Brendan Simmons,"SG, PG",620,27.0,17.8,5.2,7.7,1.8,2.6,4.0,15.0

Roger Rosengarten,"PF, C",383,21.3,17.8,3.4,10.0,1.5,3.2,2.8,15.0

Aj Mccarty,PG,633,23.4,17.8,3.7,7.4,2.2,3.5,2.7,15.0

Miles Byrd,"SG, PG",617,22.0,17.8,4.0,9.3,3.4,nan,nan,15.0

Jordan Pearsall,"C, PF",510,24.3,17.8,1.5,10.4,1.9,3.0,4.5,15.0

Tripp Branch,G,669,23.1,17.7,1.0,6.1,1.4,2.1,3.1,15.0

Jayden Williams,"SF, C",722,25.8,17.7,nan,nan,nan,nan,nan,15.0

Josh Paul,G,745,27.6,17.7,3.4,7.9,2.2,3.7,3.0,15.0

Deyonci Farley,PF,557,25.3,17.7,2.0,10.7,4.1,3.0,2.0,15.0

KJ Debrick,nan,756,22.9,17.7,1.0,15.3,1.1,2.9,4.0,15.0

Brayden Whiting,"SG, SF",776,31.0,17.7,2.4,6.4,0.9,1.8,1.6,15.0

Zion Russell,G,476,25.1,17.7,3.0,5.0,1.1,2.8,2.1,15.0

Dinero Washington,PG,623,29.7,17.7,4.1,3.0,1.7,4.4,2.3,15.0

Matt Lee,"SG, PG",676,21.8,17.7,2.3,4.5,1.9,2.7,nan,15.0

Corbin Pack,F,455,17.5,17.7,2.5,4.0,2.5,2.1,2.5,15.0

Regan Harpole,nan,339,19.9,17.7,2.0,nan,2.5,3.3,4.1,15.0

Grant Swenson,nan,611,26.6,17.7,3.6,3.1,1.8,3.6,1.9,15.0

Keyantae Turner,F,421,22.2,17.6,1.4,8.3,2.7,4.0,5.2,15.0

Casey Winters,"SF, SG",523,22.7,17.6,2.2,6.1,1.3,5.8,2.4,15.0

Logan Dexter,F,618,25.8,17.6,2.5,8.2,2.0,2.3,2.1,15.0

Esteban Escamilla,"SG, PF",718,27.6,17.6,2.7,7.1,1.2,3.2,2.5,15.0

Diego Toca,G,589,25.6,17.6,2.1,3.4,1.6,4.5,2.7,15.0

Braden Flanagan,PG,884,29.5,17.6,2.8,2.5,2.1,2.7,1.7,15.0

Gary Jones III,"C, F",626,23.2,17.6,1.4,13.5,0.9,nan,nan,15.0

Josh Risner,G,531,24.1,17.5,3.9,4.1,1.7,2.0,1.7,15.0

Daniel Campbell,"PF, C",354,19.7,17.5,1.3,8.7,2.0,2.9,5.3,15.0

IJ Ezuma,F,646,23.9,17.5,1.4,13.5,1.4,2.9,4.1,15.0

Tyrece Griggs,SG,756,29.1,17.5,nan,4.9,1.5,2.2,2.1,15.0

Gianmarco Arletti,"G, F",864,29.8,17.5,7.0,5.4,nan,nan,nan,15.0

Jamison Svehla,nan,466,27.4,17.5,3.9,5.5,2.2,2.0,1.3,15.0

David Dove,nan,640,25.6,17.5,4.8,4.5,3.4,6.6,2.9,15.0

Brantley Porterfield,G,665,26.6,17.5,1.3,3.9,1.7,6.3,2.8,15.0

Ryan Adams,G,579,23.2,17.5,1.8,3.8,3.2,3.4,3.7,15.0

Bobby Zecchini,F,820,26.5,17.4,nan,10.5,nan,nan,nan,15.0

Chase Travis,"SG, SF",890,29.7,17.4,2.4,7.8,1.7,3.2,2.8,15.0

Tristan Sena,nan,725,24.2,17.4,8.2,6.9,5.4,3.0,nan,15.0

K.C. Johns,G,672,29.2,17.4,5.6,nan,nan,2.8,2.2,15.0

Sam Harris,G,841,31.1,17.4,4.6,3.2,2.0,4.5,2.5,15.0

Max Polk,"PG, SG",689,27.6,17.4,nan,4.4,nan,nan,2.7,15.0

Blake Elder,SF,805,26.0,17.4,1.0,7.4,0.8,2.2,2.2,15.0

Quashon Rowe,G,309,18.2,17.4,2.6,5.8,2.8,2.7,5.6,15.0

Tino Mancabelli,"G, F",680,29.6,17.4,3.8,6.7,1.4,3.2,1.8,15.0

Nick Flesher,nan,588,25.6,17.4,2.4,3.8,2.0,2.6,2.2,15.0

Carter Curry,G,496,20.7,17.4,3.2,4.5,1.2,4.3,2.4,15.0

Deontae Mavin,"SG, SF",487,19.5,17.3,2.1,4.4,0.9,4.1,4.1,15.0

Andrew Peacock,"PG, SG",607,27.6,17.3,4.3,7.8,2.0,3.5,2.2,15.0

Ferguson DJ,G,449,20.4,17.3,2.4,4.5,3.0,3.0,3.1,15.0

Mason Dunlow,"F, C",547,21.0,17.3,nan,18.5,2.8,1.3,2.6,15.0

Keeshawn Mason,"PF, P",527,31.0,17.3,1.5,7.2,0.3,2.9,2.0,15.0

John Wilhelm,SG,951,28.0,17.3,3.1,4.3,2.5,2.9,1.8,15.0

Talin Unruh,"SG, SF",534,21.4,17.3,2.5,5.3,0.7,1.8,2.4,15.0

Hayden Jones,PG,733,30.5,17.2,6.2,5.1,2.0,nan,nan,15.0

Carysn Ascherman,W,592,23.7,17.2,nan,4.1,nan,nan,nan,15.0

Jaz Johnson,G,884,29.5,17.2,4.2,6.8,2.3,2.8,2.1,15.0

Tate Thoene,G,652,26.1,17.2,2.2,7.0,2.8,2.5,2.8,15.0

Reubon Kelly,G,680,21.9,17.2,nan,6.1,nan,nan,nan,15.0

Kyle Landeryou,SG,654,25.2,17.2,1.3,4.4,1.5,2.3,2.8,15.0

Zion Griffin,nan,537,20.7,17.2,1.5,3.9,1.9,3.5,1.7,15.0

Jaden Huygens,G,725,27.9,17.2,2.4,5.7,3.6,2.8,2.6,15.0

Tristan Ross,F,626,27.2,17.2,nan,12.1,nan,3.0,3.4,15.0

Jake Sampson,G,617,24.7,17.2,nan,4.0,nan,nan,2.5,15.0

Sam Seigel,nan,714,31.0,17.2,nan,5.3,nan,3.3,nan,15.0

Malik Jeanlouis,"SG, SF",690,27.6,17.2,2.4,6.4,2.9,4.4,2.5,15.0

Aaron Dixon,"SF, SG",459,25.5,17.2,2.7,11.1,nan,3.1,3.6,15.0

Caleb Glaspie,G,586,30.8,17.1,4.9,10.4,1.6,6.7,2.2,15.0

Miles Taylor,nan,704,27.1,17.1,5.2,8.0,1.9,3.0,2.4,15.0

Jasper Walters,G,398,16.6,17.1,1.4,nan,1.4,1.6,2.3,15.0

Jayden Hicks,nan,464,27.3,17.1,3.7,10.6,4.2,3.1,2.4,15.0

Adam Comer,"C, PF",575,26.1,17.1,0.3,15.0,0.9,1.0,3.4,15.0

Bryce Davis,"C, F",596,25.9,17.1,2.1,7.6,0.8,2.3,2.5,15.0

Shaan Dhillon,"PF, C",497,18.4,17.1,nan,15.4,1.1,3.9,nan,15.0

Skylar Kindelay,F,931,27.4,17.0,2.4,nan,2.4,3.1,nan,15.0

Isaiah Jones,nan,725,25.0,17.0,nan,9.7,nan,nan,nan,15.0

Lucas Ortiz,"PG, SG",654,24.2,17.0,3.6,6.7,nan,nan,nan,15.0

Alex Greene,G,545,20.2,17.0,1.8,4.0,1.1,3.6,3.0,15.0

Logan Glowicki,nan,376,19.8,17.0,1.4,9.9,2.3,4.2,3.5,15.0

Jordan King,G,472,22.5,17.0,nan,6.6,nan,nan,nan,15.0

AJ Rollins,nan,570,21.1,17.0,0.4,9.2,0.6,1.4,2.1,15.0

Omar Ndengey,SF,671,26.8,17.0,1.9,11.2,1.6,3.1,2.6,15.0

Reggie Sheppard,PG,739,27.4,17.0,5.3,5.2,4.9,2.3,1.7,15.0

Caleb Vigil,G,643,26.8,17.0,4.6,7.5,4.0,2.9,2.4,15.0

Kevin Hillman,SG,468,21.3,17.0,3.8,4.2,4.6,5.3,1.8,15.0

Peyton Wert,G,606,24.2,17.0,9.1,5.7,2.0,nan,nan,15.0

Saulamon Evans,W,742,28.5,16.9,nan,4.4,1.8,3.1,1.8,15.0

Sam Bradford,F,937,27.6,16.9,3.4,10.0,2.9,5.1,3.2,15.0

Brenner Martin,"G, F",733,29.3,16.9,1.9,11.9,2.0,4.8,3.1,15.0

Sam Orton,"G, F",512,28.4,16.9,2.6,8.9,2.1,2.9,3.1,15.0

Michael  Sholtz,"PG, SG",749,26.8,16.9,6.2,nan,nan,nan,3.1,15.0

Jq Wells,"PF, C",505,25.3,16.9,0.1,9.6,1.6,3.7,2.9,15.0

Derek Kramer,F,560,26.7,16.9,2.3,12.6,0.9,2.2,2.3,15.0

Christian Smallhorne,G,519,24.7,16.9,5.3,6.7,5.8,5.7,3.6,15.0

Willie Wilson,nan,696,24.0,16.9,nan,nan,6.1,nan,nan,15.0

Marcus Davidson,G,662,30.1,16.9,4.4,3.8,nan,nan,nan,15.0

Dirk Shaw,"PF, PG",738,28.4,16.9,2.8,9.0,1.8,2.6,1.8,15.0

Will Watson,F,389,11.1,16.9,1.3,6.4,1.9,2.8,3.8,15.0

Shaqume Pablo,G,741,22.5,16.8,nan,nan,nan,nan,nan,15.0

Jayden Swanson,PF,466,27.4,16.8,3.6,13.0,0.8,1.3,0.0,15.0

Isaac Northcut,G,769,26.5,16.8,nan,8.3,nan,2.8,nan,15.0

Junior Hodnett,SG,493,19.0,16.8,1.7,3.1,2.4,2.4,2.5,15.0

Carter Mason,"SF, PF",695,26.7,16.8,3.1,7.3,2.1,3.8,1.1,15.0

Devon Brooke,G,817,25.5,16.8,5.5,6.1,0.9,2.5,1.5,15.0

Andrew Kroft,nan,541,30.1,16.8,1.6,5.1,2.1,1.4,2.0,15.0

Keshaun Williams,G,610,24.4,16.8,2.7,4.3,3.3,4.5,4.6,15.0

Tristan Ornce,C,513,22.3,16.8,0.7,10.6,1.9,3.3,3.6,15.0

Zach Bell,G,571,23.8,16.8,2.4,4.9,2.5,4.0,3.5,15.0

Jackson Kabrick,"PG, SG",622,27.0,16.7,4.5,4.3,1.5,2.7,nan,15.0

Luke Kiser,"PG, SG",802,26.7,16.7,4.5,6.2,4.8,3.5,16.7,15.0

"Tyler Chaffin
Belfry (KY)",nan,580,21.5,16.7,1.6,6.2,1.8,4.5,4.7,15.0

Anthony Scrivanich,"C, PF",582,23.3,16.7,0.4,8.9,1.3,2.9,3.6,15.0

Dayton Mills,SG,473,21.5,16.7,7.4,6.0,4.3,nan,nan,15.0

Drew Hogan,PG,726,31.6,16.7,2.6,3.1,nan,nan,nan,15.0

Jordan Savage,F,315,16.6,16.7,1.4,10.5,1.0,0.9,2.7,15.0

Austin Macek,G,594,27.0,16.6,4.4,6.1,3.0,4.9,2.4,15.0

Nathan Sykes,"PG, SG",622,22.2,16.6,3.4,3.9,2.0,6.4,2.5,15.0

Hudson Boyd,"F, SG",1065,28.0,16.6,nan,4.4,nan,nan,nan,15.0

Logan williams,F,376,17.9,16.6,4.5,8.4,nan,5.2,4.1,15.0

Demark Smith,"PF, F",297,12.9,16.6,1.6,11.3,1.5,2.6,3.3,15.0

Jaden Harshner,nan,490,24.5,16.6,1.6,8.1,1.1,5.6,3.2,15.0

Qavion McClendon,G,720,24.0,16.6,1.6,5.0,0.7,1.3,3.0,15.0

Dante Moultrie,"PG, SG",664,27.7,16.6,3.9,5.7,2.3,3.6,3.3,15.0

Cade Palmer,G,527,20.3,16.6,2.7,1.6,nan,nan,1.2,15.0

Lenz Dupont,nan,543,18.1,16.6,nan,5.6,nan,nan,nan,15.0

Tanner Tollestrup,nan,690,24.6,16.6,1.6,5.7,1.7,1.9,2.6,15.0

Donny Davis III,PF,472,21.5,16.5,2.6,10.8,1.7,nan,nan,15.0

Jaben Mars,F,674,25.9,16.5,nan,11.1,nan,nan,nan,15.0

Cameron Shurig,G,432,24.0,16.5,3.9,6.7,nan,nan,nan,15.0

Kam Ollison,"SG, PG",750,25.0,16.5,2.0,5.5,2.4,3.7,16.5,15.0

Zack McBurrough,W,380,16.5,16.5,2.7,7.1,1.5,3.2,1.9,15.0

Jake Morrison,P,477,16.4,16.5,0.7,10.0,nan,2.6,2.5,15.0

Brandon Ball,"G, F",402,19.1,16.5,nan,7.6,nan,2.1,nan,15.0

Josiah Scott,G,782,27.9,16.5,4.6,4.4,3.1,nan,nan,15.0

Jacob Hueso,PG,537,22.4,16.4,4.5,5.2,4.8,2.4,nan,15.0

Jace Goetz,nan,475,26.4,16.4,1.1,6.8,1.6,4.4,nan,15.0

Cleevas Craig,nan,600,24.0,16.4,1.7,10.0,1.3,2.5,3.5,15.0

Dayton Sofka,F,489,28.8,16.4,0.7,7.9,2.4,4.5,2.6,15.0

Wilgus Tolson,nan,803,26.8,16.4,6.1,nan,2.1,4.4,3.4,15.0

Dominic Lucido,PG,688,26.5,16.4,5.4,4.3,2.3,2.0,1.8,15.0

Parker Scott,SG,524,26.2,16.4,1.6,6.1,1.6,3.0,2.3,15.0

Bobby Good,nan,505,23.0,16.3,nan,7.4,nan,nan,nan,15.0

Tayshaun  Walton ,F,447,24.8,16.3,nan,14.9,nan,nan,nan,15.0

Elvis Padilla,G,604,23.2,16.3,2.7,8.0,2.7,4.0,2.8,15.0

Nicholas Schiavello,G,614,25.6,16.3,2.2,5.1,2.2,1.0,1.6,15.0

Aiden Porter,"PG, SG",783,30.1,16.3,2.2,3.8,1.8,2.9,1.5,15.0

Zarious Coleman,"SF, PG",736,32.0,16.3,1.5,6.7,1.7,4.4,2.2,15.0

Caden Davis,G,737,28.3,16.3,nan,5.8,nan,nan,2.5,15.0

Brennan Timm,F,684,31.1,16.3,3.0,12.5,2.9,2.1,3.1,15.0

Lou Martineau,G,462,18.5,16.3,nan,nan,nan,nan,nan,15.0

"T.J. Bolds, Jr.",F,488,19.5,16.3,3.3,8.9,2.7,6.9,4.5,15.0

Kaden Howell,"SG, PG",634,27.6,16.3,2.7,3.4,2.0,2.3,2.6,15.0

Jaden Gardner,nan,573,27.3,16.3,2.2,4.1,1.4,3.5,2.2,15.0

Gage Basey,"F, SF",577,28.9,16.3,1.6,11.5,2.1,4.7,4.0,15.0

Abdul Janneh,nan,886,29.5,16.2,2.6,10.7,2.3,3.4,3.2,15.0

Aj Rouse,SG,592,25.7,16.2,3.2,5.6,nan,3.5,nan,15.0

Adam Norman,F,599,24.0,16.2,1.1,8.3,1.1,nan,nan,15.0

Logan Sorensen,nan,402,15.5,46.6,6.8,13.2,2.5,5.4,4.3,16.0

David Layton,"PG, SG",786,29.1,38.3,6.3,9.3,5.2,3.9,nan,16.0

Drake London,nan,787,25.4,36.8,nan,15.0,nan,nan,nan,16.0

Luke Brown,PG,717,31.2,35.9,6.9,5.0,2.8,3.1,1.7,16.0

Jimmy Forte,PG,799,30.7,32.3,nan,nan,nan,nan,nan,16.0

Alex Hemenway,"SG, PG",646,28.1,32.1,nan,5.4,nan,nan,nan,16.0

Jeremy DowDell,SG,680,29.6,32.0,0.5,5.7,1.5,2.7,1.7,16.0

Ilya Rudishin,SF,371,16.9,31.6,nan,23.5,nan,nan,nan,16.0

Kris Robinson,G,574,30.2,31.4,2.9,4.9,2.2,2.5,2.1,16.0

Christian Fortner,"SG, PG",661,25.4,31.3,5.0,12.6,2.7,2.6,2.5,16.0

Joseph Kimmerer,"PG, SG",605,26.3,31.0,2.8,14.4,2.5,4.3,2.9,16.0

Ofek Reef,"P, W",770,23.3,31.0,nan,14.3,4.8,nan,nan,16.0

Marcus Frazier,G,829,29.6,30.4,2.8,6.1,4.0,5.7,1.8,16.0

Kacen Gantt,"C, F",838,29.9,30.1,1.1,9.8,0.7,2.6,2.0,16.0

Robert Reed,"F, G",513,23.3,30.0,nan,nan,nan,nan,nan,16.0

Matthew Villota,"SG, PG",560,25.5,29.8,6.0,9.5,6.8,4.9,2.5,16.0

Caleb Leverette,"SG, PG",527,26.4,29.8,3.6,10.9,2.6,2.9,2.6,16.0

Jordan Battle,"PG, SG",1073,30.7,29.7,5.8,9.8,4.1,2.3,2.1,16.0

Jace Daniels,nan,706,28.2,29.2,3.0,16.6,3.5,6.7,2.8,16.0

Kelly Niece,"SG, PG",607,25.3,29.2,4.4,4.9,1.9,3.3,1.9,16.0

Coleman Street III,G,510,24.3,29.2,1.6,4.0,1.4,3.4,2.4,16.0

David Patterson,G,727,26.0,29.1,4.6,4.6,2.9,4.2,2.6,16.0

Jake Lock,"PG, G",1208,30.2,28.9,6.4,12.2,3.8,3.1,2.5,16.0

Malachi Herbster,"PF, C",721,21.8,28.9,3.4,16.2,2.2,5.5,3.4,16.0

Sam Mitchell,nan,368,14.2,28.7,3.0,12.4,2.3,1.7,6.4,16.0

Chase Johnston,"SG, PG",755,30.2,28.7,4.5,6.4,2.3,nan,nan,16.0

Myles Johnson,"G, F",996,26.2,28.2,4.6,13.8,2.9,5.0,2.5,16.0

Kohl Bernarding,G,547,23.8,28.0,6.8,5.9,7.2,3.3,2.8,16.0

Jalen Blackmon,G,840,31.1,27.7,3.9,2.9,1.7,3.4,2.1,16.0

Jon Moore,F,731,29.2,27.2,2.2,11.6,2.2,1.7,2.1,16.0

Dale Smith,SF,649,20.3,26.9,2.3,9.5,2.8,2.8,3.4,16.0

Bryan Leslie,"SF, PF",419,20.0,26.7,3.7,13.4,4.9,nan,nan,16.0

Brandon Goff,"SG, PG",527,20.3,26.7,4.7,7.0,3.0,6.3,2.0,16.0

Deric Woods,"C, PF",543,24.7,26.6,3.9,14.9,2.7,3.7,3.7,16.0

Malik Foston,"PG, SF",692,31.5,26.6,3.0,6.6,1.8,1.9,2.2,16.0

Johnny Little,G,766,23.2,26.5,3.0,5.3,2.5,3.1,1.8,16.0

Jason Carpenter,G,644,24.8,26.5,3.3,nan,nan,nan,nan,16.0

Mckinley Mann,nan,708,30.8,26.4,3.6,14.6,2.6,4.3,1.4,16.0

Brandon Rush,G,565,24.6,26.4,2.3,7.3,2.5,3.4,3.7,16.0

Kade Badger,G,677,29.4,26.3,3.4,4.7,1.8,3.6,2.6,16.0

Davis Walker,"PG, G",892,29.7,26.3,6.5,9.4,5.0,1.7,nan,16.0

Gus Etchison,G,672,28.0,26.1,4.1,4.2,1.8,3.4,2.1,16.0

Cooper Frith,SG,529,19.6,26.1,3.0,2.7,1.5,2.7,2.1,16.0

Robby Williams,"PG, SG",671,29.2,26.0,1.4,2.1,0.8,2.3,1.3,16.0

Khalil Shaheed,nan,788,22.5,26.0,4.7,5.2,2.0,3.2,4.4,16.0

John Tonje,"SF, SG",820,29.3,26.0,nan,6.7,nan,nan,nan,16.0

Dylan Thoerner,W,696,24.9,25.7,2.5,7.3,1.5,2.6,nan,16.0

Winston Cook,"SF, PF",660,25.4,25.5,nan,9.6,nan,nan,nan,16.0

TJ Bickerstaff,F,791,25.5,25.4,5.7,11.5,nan,4.0,nan,16.0

Caleb Whitley,G,418,24.6,25.3,7.8,nan,nan,nan,nan,16.0

Logan Sorensen,nan,402,15.5,46.6,6.8,13.2,2.5,5.4,4.3,16.0

David Layton,"PG, SG",786,29.1,38.3,6.3,9.3,5.2,3.9,nan,16.0

Drake London,nan,787,25.4,36.8,nan,15.0,nan,nan,nan,16.0

Luke Brown,PG,717,31.2,35.9,6.9,5.0,2.8,3.1,1.7,16.0

Jimmy Forte,PG,799,30.7,32.3,nan,nan,nan,nan,nan,16.0

Alex Hemenway,"SG, PG",646,28.1,32.1,nan,5.4,nan,nan,nan,16.0

Jeremy DowDell,SG,680,29.6,32.0,0.5,5.7,1.5,2.7,1.7,16.0

Ilya Rudishin,SF,371,16.9,31.6,nan,23.5,nan,nan,nan,16.0

Kris Robinson,G,574,30.2,31.4,2.9,4.9,2.2,2.5,2.1,16.0

Christian Fortner,"SG, PG",661,25.4,31.3,5.0,12.6,2.7,2.6,2.5,16.0

Joseph Kimmerer,"PG, SG",605,26.3,31.0,2.8,14.4,2.5,4.3,2.9,16.0

Ofek Reef,"P, W",770,23.3,31.0,nan,14.3,4.8,nan,nan,16.0

Marcus Frazier,G,829,29.6,30.4,2.8,6.1,4.0,5.7,1.8,16.0

Kacen Gantt,"C, F",838,29.9,30.1,1.1,9.8,0.7,2.6,2.0,16.0

Robert Reed,"F, G",513,23.3,30.0,nan,nan,nan,nan,nan,16.0

Matthew Villota,"SG, PG",560,25.5,29.8,6.0,9.5,6.8,4.9,2.5,16.0

Caleb Leverette,"SG, PG",527,26.4,29.8,3.6,10.9,2.6,2.9,2.6,16.0

Jordan Battle,"PG, SG",1073,30.7,29.7,5.8,9.8,4.1,2.3,2.1,16.0

Jace Daniels,nan,706,28.2,29.2,3.0,16.6,3.5,6.7,2.8,16.0

Kelly Niece,"SG, PG",607,25.3,29.2,4.4,4.9,1.9,3.3,1.9,16.0

Coleman Street III,G,510,24.3,29.2,1.6,4.0,1.4,3.4,2.4,16.0

David Patterson,G,727,26.0,29.1,4.6,4.6,2.9,4.2,2.6,16.0

Jake Lock,"PG, G",1208,30.2,28.9,6.4,12.2,3.8,3.1,2.5,16.0

Malachi Herbster,"PF, C",721,21.8,28.9,3.4,16.2,2.2,5.5,3.4,16.0

Sam Mitchell,nan,368,14.2,28.7,3.0,12.4,2.3,1.7,6.4,16.0

Chase Johnston,"SG, PG",755,30.2,28.7,4.5,6.4,2.3,nan,nan,16.0

Myles Johnson,"G, F",996,26.2,28.2,4.6,13.8,2.9,5.0,2.5,16.0

Kohl Bernarding,G,547,23.8,28.0,6.8,5.9,7.2,3.3,2.8,16.0

Jalen Blackmon,G,840,31.1,27.7,3.9,2.9,1.7,3.4,2.1,16.0

Jon Moore,F,731,29.2,27.2,2.2,11.6,2.2,1.7,2.1,16.0

Dale Smith,SF,649,20.3,26.9,2.3,9.5,2.8,2.8,3.4,16.0

Bryan Leslie,"SF, PF",419,20.0,26.7,3.7,13.4,4.9,nan,nan,16.0

Brandon Goff,"SG, PG",527,20.3,26.7,4.7,7.0,3.0,6.3,2.0,16.0

Deric Woods,"C, PF",543,24.7,26.6,3.9,14.9,2.7,3.7,3.7,16.0

Malik Foston,"PG, SF",692,31.5,26.6,3.0,6.6,1.8,1.9,2.2,16.0

Johnny Little,G,766,23.2,26.5,3.0,5.3,2.5,3.1,1.8,16.0

Jason Carpenter,G,644,24.8,26.5,3.3,nan,nan,nan,nan,16.0

Mckinley Mann,nan,708,30.8,26.4,3.6,14.6,2.6,4.3,1.4,16.0

Brandon Rush,G,565,24.6,26.4,2.3,7.3,2.5,3.4,3.7,16.0

Kade Badger,G,677,29.4,26.3,3.4,4.7,1.8,3.6,2.6,16.0

Davis Walker,"PG, G",892,29.7,26.3,6.5,9.4,5.0,1.7,nan,16.0

Gus Etchison,G,672,28.0,26.1,4.1,4.2,1.8,3.4,2.1,16.0

Cooper Frith,SG,529,19.6,26.1,3.0,2.7,1.5,2.7,2.1,16.0

Robby Williams,"PG, SG",671,29.2,26.0,1.4,2.1,0.8,2.3,1.3,16.0

Khalil Shaheed,nan,788,22.5,26.0,4.7,5.2,2.0,3.2,4.4,16.0

John Tonje,"SF, SG",820,29.3,26.0,nan,6.7,nan,nan,nan,16.0

Dylan Thoerner,W,696,24.9,25.7,2.5,7.3,1.5,2.6,nan,16.0

Winston Cook,"SF, PF",660,25.4,25.5,nan,9.6,nan,nan,nan,16.0

TJ Bickerstaff,F,791,25.5,25.4,5.7,11.5,nan,4.0,nan,16.0

Caleb Whitley,G,418,24.6,25.3,7.8,nan,nan,nan,nan,16.0

Tyler Cloud,PG,747,28.7,25.2,2.6,5.1,2.3,4.0,2.3,16.0

Keenami Maggard,SF,506,18.7,25.2,2.4,11.2,3.7,3.7,2.8,16.0

Josiah Ricketts,"PG, SG",723,28.9,25.1,1.9,3.9,1.1,3.4,1.6,16.0

Ray'sean Taylor,G,901,27.3,25.1,4.0,6.3,2.1,3.0,2.6,16.0

Jace Whiting,"PG, SG",597,27.1,25.0,2.9,10.7,1.8,2.5,3.3,16.0

Sam Griffin,PG,761,30.4,24.8,4.3,2.9,nan,nan,nan,16.0

Jay Buckley,PG,1134,27.7,24.7,8.6,5.8,3.9,4.6,2.0,16.0

Ques Glover,G,1013,27.4,24.7,4.3,3.2,1.7,3.2,2.7,16.0

Lyndon Henderson,W,515,23.4,24.6,1.5,8.8,2.8,2.6,3.5,16.0

Cory Ainsworth,"C, PF",561,28.1,24.6,2.2,9.6,0.9,2.6,3.1,16.0

Jake Daly,PG,458,22.9,24.5,8.2,10.6,nan,4.4,nan,16.0

Billy Whitting,G,498,17.8,24.4,nan,nan,nan,nan,nan,16.0

Terrell Burden,PG,793,30.5,24.3,6.1,5.4,nan,4.6,2.7,16.0

Herb Augustin,"PG, SG",678,28.3,24.3,2.5,7.2,2.0,3.9,1.9,16.0

Reilly Seebold,G,813,23.9,24.3,1.8,3.0,1.4,2.4,2.7,16.0

Braden Gibbons,"PG, SG",642,29.2,24.2,9.1,3.9,2.8,4.0,2.8,16.0

Kade Bryant,"SG, F",813,29.0,24.2,1.9,9.0,2.3,3.9,3.1,16.0

Cody Blakeney,"F, C",395,18.8,24.1,2.8,10.6,2.4,2.8,2.5,16.0

Tyler Webb,"PG, SG",573,30.2,24.1,nan,12.9,nan,3.0,nan,16.0

Cole Madeira,"PG, SG",612,26.6,24.0,4.8,6.4,2.1,5.4,2.7,16.0

L?k Wur,PF,724,27.8,24.0,1.7,11.4,1.2,5.0,3.7,16.0

Walker Kessler,F,788,28.1,23.9,2.2,13.5,1.2,4.6,2.4,16.0

Jalen Speer,"PG, SG",725,26.9,23.8,2.3,4.7,1.9,2.1,3.3,16.0

Love Bettis,"PG, SG",803,27.7,23.8,nan,nan,nan,nan,nan,16.0

Paul Steikar,SG,566,25.7,23.7,2.7,11.5,1.3,4.6,3.4,16.0

Hunter Lane,C,770,28.5,23.7,2.3,16.8,2.7,2.6,3.8,16.0

Tristin Moore,"PG, SG",800,30.8,23.7,3.5,4.3,1.9,2.0,2.2,16.0

Mason Cunnagin,"G, F",708,27.2,23.5,1.9,7.7,2.1,1.9,3.3,16.0

Malik Knight,"SF, SG",578,25.1,23.5,2.1,11.1,3.7,4.7,nan,16.0

